Transaction_ID,Order_Date,Customer_Reference_ID,Item_SKU,Quantity_Purchased,Total_Revenue_Logged,Marketing_Channel,Time_to_Ship_Days,Refund_Applied
T14970,03-Jul-2024,cust_1327,acc-25,1,245.0 GHS,Organic,3,N
T14971,2025-05-07,C4568,ACC-21,3,828.0 GHS,Google_Ads,4,Y
T14972,04/06/25,cust_2613,Wig-WAVY-20,2,1360.46 USD,Organic,7,N
T14973,20-Feb-2025,cust_2374,Wig-HDC-24,3,28500.0 GHS,Organic,41,N
T14974,07/12/24,C3890,ACC-11,1,11933 NGN,Organic,6,N
T14975,2024-07-22,cust_5271,ACC-12,3,474.0 GHS,Organic,4,N
T14976,2025-04-17,C792,ACC-13,3,43000 NGN,Email,6,Y
T14977,06/07/25,cust_5422,ACC-2,2,26.73 USD,Organic,7,N
T14978,17-Apr-2025,cust_2322,ACC-1,1,263.0 GHS,Organic,7,TRUE
T14979,2025-09-09,cust_5446,Wig-CURL-32,3,42000.0 GHS,Organic,39,TRUE
T14980,28-May-2025,cust_4570,ACC-24,3,447.0 GHS,Google_Ads,7,N
T14981,26/10/25,cust_1339,ACC-22,3,23600 NGN,Referral,7,N
T14982,2025-06-29,C3724,ACC-14,2,234.0 GHS,Organic,7,N
T14983,13/07/24,cust_1680,Wig-RED-14,1,7000.0 GHS,Organic,43,N
T14984,2024-07-16,cust_2306,Wig-Short-10,2,7600.0 GHS,Organic,5,N
T14985,02/01/25,cust_5367,ACC-10,2,30266 NGN,Email,7,N
T14986,2025-06-18,cust_1740,ACC-19,2,328.0 GHS,Meta Paid,7,N
T14987,2025-05-21,C355,ACC-1,3,66.98 USD,Google_Ads,4,N
T14988,2025-08-18,C1251,ACC-20,1,97.0 GHS,Organic,4,TRUE
T14989,19-Mar-2025,cust_1352,Wig-AFRO,2,7000.0 GHS,Organic,36,N
T14990,08/11/24,C358,Wig-UPART-28,2,19800.0 GHS,Referral,36,N
T14991,09/09/25,cust_3037,ACC-11,3,45.92 USD,Organic,6,TRUE
T14992,2024-11-23,cust_5412,Wig-STRA-16,3,19500.0 GHS,Organic,37,N
T14993,2025-04-26,cust_2095,Wig-LUX-26,3,37500.0 GHS,Referral,4,TRUE
T14994,20/03/25,cust_3295,ACC-11,3,42.48 USD,Organic,3,N
T14995,2025-06-21,C2764,acc-4,1,327.0 GHS,Organic,7,Y
T14996,22/03/25,cust_3035,Wig-SWISS-18,1,4200.0 GHS,Referral,3,Y
T14997,2025-03-15,cust_3302,ACC-23,2,448.0 GHS,Referral,5,TRUE
T14998,15-May-2025,cust_2713,ACC-8,3,62.64 USD,Google_Ads,4,NULL
T14999,2025-08-23,C4524,ACC-10,1,227.0 GHS,Organic,6,N
T15000,09/11/24,C2171,ACC-22,2,236.0 GHS,Organic,7,N
T15001,10/10/24,C3609,ACC-17,2,388.0 GHS,Organic,4,Y
T15002,05-Sep-2024,C1986,ACC-22,2,236.0 GHS,Organic,6,N
T15003,05-Sep-2024,C4617,Wig-LUX-26,3,37500.0 GHS,Email,6,N
T15004,2025-01-14,cust_4969,ACC-9,1,309.0 GHS,Organic,4,Y
T15005,18-Oct-2025,cust_5011,Wig-LUX-26,3,37500.0 GHS,Organic,44,TRUE
T15006,11-Jul-2024,C3007,Wig-RED-14,3,21000.0 GHS,Email,6,N
T15007,03-Nov-2024,C5426,ACC-15,2,554.0 GHS,Referral,7,N
T15008,18-Nov-2024,cust_4066,ACC-10,3,681.0 GHS,Referral,3,N
T15009,05-Oct-2024,C3289,ACC-3,3,60800 NGN,Organic,5,N
T15010,2025-03-02,C3352,ACC-2,1,154.0 GHS,Email,7,N
T15011,14/08/24,cust_2128,Wig-HDC-24,2,19000.0 GHS,Organic,7,N
T15012,22-Jul-2024,C3305,Wig-BLOND-14,3,13500.0 GHS,Organic,6,Y
T15013,2024-08-17,cust_5151,ACC-18,3,546.0 GHS,Organic,7,Y
T15014,28/03/25,C1711,ACC-10,2,454.0 GHS,Referral,6,N
T15015,2024-10-30,C3177,Wig-Tpart-12,2,493.15 USD,Organic,40,N
T15016,2025-07-31,cust_1142,ACC-15,1,23.69 USD,Meta Paid,6,N
T15017,12/06/25,cust_186,ACC-2,2,20533 NGN,Organic,6,N
T15018,19-Oct-2025,C985,ACC-22,3,354.0 GHS,Organic,4,N
T15019,13-Jul-2024,cust_3079,Wig-CURL-32,3,42000.0 GHS,Organic,5,N
T15020,18/04/25,cust_1002,Wig-CURL-32,3,42000.0 GHS,Email,43,N
T15021,2025-10-16,cust_3518,ACC-7,2,582.0 GHS,Referral,3,N
T15022,08-Dec-2024,C1696,Wig-SWISS-18,1,4200.0 GHS,Referral,6,Y
T15023,26/12/24,C1722,Wig-RED-14,3,1400000 NGN,Referral,4,NULL
T15024,2025-05-29,cust_3615,Wig-SWISS-18,3,12600.0 GHS,Google_Ads,37,N
T15025,31/07/24,cust_2243,Wig-AFRO,3,10500.0 GHS,Organic,21,N
T15026,2025-09-03,cust_4665,ACC-3,2,608.0 GHS,Organic,4,N
T15027,28/11/24,C3497,acc-25,2,490.0 GHS,Organic,5,N
T15028,2025-02-17,cust_4811,ACC-3,2,608.0 GHS,Organic,3,NULL
T15029,01/10/25,cust_3384,Wig-HDShort,3,1738.11 USD,Email,3,N
T15030,21/02/25,C71,ACC-3,3,912.0 GHS,Email,6,N
T15031,17/09/25,C3964,ACC-9,3,82.87 USD,Organic,3,Y
T15032,2025-07-14,cust_4767,ACC-5,2,548.0 GHS,Meta Paid,4,Y
T15033,10/10/24,cust_5140,Wig-HDC-24,2,1266666 NGN,Organic,6,N
T15034,2025-04-05,cust_5362,ACC-5,3,822.0 GHS,Email,6,NULL
T15035,01/09/24,C1297,Wig-Bone-30,3,1664.33 USD,Organic,6,N
T15036,24-Sep-2025,cust_5057,acc-4,3,981.0 GHS,Organic,4,N
T15037,16-Dec-2024,C4517,ACC-19,2,328.0 GHS,Email,3,NULL
T15038,2024-11-02,cust_833,ACC-23,3,672.0 GHS,Organic,5,N
T15039,23/10/25,cust_5205,ACC-19,2,328.0 GHS,Organic,6,N
T15040,22/02/25,cust_509,Wig-SWISS-18,3,12600.0 GHS,Organic,7,N
T15041,14/09/24,cust_3325,ACC-9,2,618.0 GHS,Organic,6,N
T15042,22/11/24,cust_1032,Wig-AFRO,1,3500.0 GHS,Email,24,TRUE
T15043,2025-05-14,C5155,Wig-Tpart-12,2,7000.0 GHS,Meta Paid,3,N
T15044,06/06/25,C5265,Wig-BLOND-14,1,4500.0 GHS,Meta Paid,32,N
T15045,03/07/25,C2868,ACC-19,3,492.0 GHS,Meta Paid,7,Y
T15046,2024-10-03,cust_1159,Wig-Tpart-12,1,3500.0 GHS,Email,7,TRUE
T15047,2025-02-04,C3259,ACC-6,3,357.0 GHS,Referral,6,N
T15048,04/12/24,C3818,Wig-WAVY-20,2,1066666 NGN,Organic,4,NULL
T15049,23-Jul-2024,C4916,ACC-17,3,37.56 USD,Organic,5,N
T15050,11-Jan-2025,cust_2015,Wig-CURL-32,3,2800000 NGN,Referral,7,TRUE
T15051,20-Jul-2025,cust_4555,Wig-STRA-16,3,1300000 NGN,Google_Ads,43,N
T15052,19/04/25,cust_1748,Wig-Short-10,2,7600.0 GHS,Organic,4,N
T15053,02/03/25,C1063,ACC-7,1,291.0 GHS,Referral,4,N
T15054,20/01/25,cust_4232,ACC-18,1,182.0 GHS,Organic,5,NULL
T15055,2024-08-09,C1573,ACC-24,3,447.0 GHS,Organic,4,N
T15056,06/11/25,cust_3750,ACC-13,3,645.0 GHS,Organic,7,N
T15057,05-Sep-2024,C5408,ACC-11,1,179.0 GHS,Organic,3,N
T15058,2025-01-24,C66,ACC-19,1,10933 NGN,Email,5,N
T15059,25-Jul-2025,cust_3419,Wig-Bone-30,1,7800.0 GHS,Google_Ads,22,N
T15060,13/07/25,cust_5363,Wig-WAVY-20,2,16000.0 GHS,Meta Paid,32,TRUE
T15061,24-Mar-2025,cust_5367,Wig-OMBRE-22,3,1360000 NGN,Organic,7,TRUE
T15062,2024-07-03,cust_4593,ACC-13,2,30.55 USD,Email,3,TRUE
T15063,2025-03-18,cust_4148,Wig-Bone-30,1,7800.0 GHS,Organic,4,N
T15064,28/05/25,cust_4206,ACC-11,3,537.0 GHS,Meta Paid,4,N
T15065,11-May-2025,C544,ACC-15,1,24.43 USD,Google_Ads,4,NULL
T15066,07/02/25,cust_1590,Wig-Tpart-12,2,7000.0 GHS,Referral,26,N
T15067,26-Jul-2025,C1949,Wig-Short-10,3,991.51 USD,Organic,38,N
T15068,2024-09-10,C4887,Wig-RED-14,2,933333 NGN,Referral,5,N
T15069,04/10/25,C489,Wig-CURL-32,2,28000.0 GHS,Organic,3,N
T15070,22/04/25,cust_3436,ACC-9,3,61800 NGN,Referral,4,N
T15071,17/12/24,cust_364,Wig-RED-14,1,7000.0 GHS,Referral,43,N
T15072,26/08/24,C2029,Wig-HDC-24,2,1345.36 USD,Referral,4,NULL
T15073,26-Jul-2025,cust_3974,Wig-OMBRE-22,1,607.98 USD,Google_Ads,3,N
T15074,15/08/25,cust_5055,ACC-23,3,672.0 GHS,Meta Paid,5,TRUE
T15075,12-Jul-2025,C171,Wig-LUX-26,2,2200.32 USD,Google_Ads,4,N
T15076,2024-08-19,cust_3957,Wig-RED-14,2,933333 NGN,Organic,5,N
T15077,2024-10-28,C295,ACC-19,3,492.0 GHS,Referral,7,N
T15078,2025-07-19,C2853,Wig-OMBRE-22,1,453333 NGN,Google_Ads,29,N
T15079,2024-09-22,C419,Wig-BLOND-14,1,300000 NGN,Referral,5,N
T15080,08/04/25,C2111,ACC-18,3,40.45 USD,Organic,6,N
T15081,2024-08-22,cust_5335,Wig-BLOND-14,2,9000.0 GHS,Referral,6,N
T15082,22-Oct-2024,cust_4565,Wig-OMBRE-22,1,6800.0 GHS,Organic,5,N
T15083,19-Apr-2025,cust_255,Wig-AFRO,3,10500.0 GHS,Organic,3,Y
T15084,04-Nov-2025,C1220,Wig-WAVY-20,3,24000.0 GHS,Organic,6,N
T15085,2024-09-17,C1539,Wig-WAVY-20,2,16000.0 GHS,Referral,28,N
T15086,03/11/25,C778,Wig-BLOND-14,2,9000.0 GHS,Organic,5,N
T15087,02/07/24,C2256,acc-4,1,327.0 GHS,Organic,4,NULL
T15088,03/11/25,C4423,ACC-6,3,23800 NGN,Organic,4,N
T15089,27-Jul-2025,C4112,ACC-7,1,26.39 USD,Google_Ads,7,TRUE
T15090,2025-06-08,C5219,Wig-OMBRE-22,3,1360000 NGN,Meta Paid,4,N
T15091,2025-09-11,C144,Wig-UPART-28,3,1980000 NGN,Referral,3,N
T15092,29-Sep-2025,C3068,ACC-15,1,277.0 GHS,Referral,7,N
T15093,2025-04-06,cust_1811,ACC-1,3,789.0 GHS,Email,5,N
T15094,23-Jul-2025,C1170,ACC-15,3,55400 NGN,Organic,6,NULL
T15095,2024-07-08,cust_2710,Wig-WAVY-20,3,24000.0 GHS,Organic,6,NULL
T15096,2025-11-05,C4465,ACC-21,2,36800 NGN,Referral,7,N
T15097,2025-03-07,C2802,Wig-Tpart-12,3,10500.0 GHS,Email,29,TRUE
T15098,2024-11-10,cust_1209,Wig-Short-10,2,7600.0 GHS,Email,6,N
T15099,14-Aug-2024,cust_3283,ACC-16,1,252.0 GHS,Email,6,NULL
T15100,06/09/24,C171,Wig-WAVY-20,3,1568.09 USD,Referral,5,NULL
T15101,06-Sep-2024,cust_3649,acc-4,2,654.0 GHS,Organic,5,TRUE
T15102,17-Jan-2025,C2180,ACC-20,1,97.0 GHS,Email,3,TRUE
T15103,2025-01-10,cust_3863,Wig-HDShort,3,1300000 NGN,Organic,5,N
T15104,2025-08-20,C3016,ACC-2,3,462.0 GHS,Meta Paid,6,N
T15105,2025-04-10,cust_4922,ACC-22,1,118.0 GHS,Organic,7,N
T15106,16-Apr-2025,C4739,Wig-Short-10,2,7600.0 GHS,Referral,5,N
T15107,02/06/25,C4986,Wig-LUX-26,2,25000.0 GHS,Meta Paid,43,NULL
T15108,2024-12-05,C5449,ACC-24,2,298.0 GHS,Organic,4,TRUE
T15109,2025-02-02,C1003,Wig-BLOND-14,1,4500.0 GHS,Organic,20,N
T15110,31/10/24,C1631,ACC-2,2,308.0 GHS,Referral,5,TRUE
T15111,2025-06-19,cust_4491,ACC-21,1,18400 NGN,Google_Ads,5,NULL
T15112,11-Oct-2025,cust_133,ACC-3,1,26.46 USD,Referral,6,NULL
T15113,22/09/25,C3154,ACC-20,1,8.26 USD,Referral,3,N
T15114,2025-02-18,C4826,ACC-10,1,227.0 GHS,Organic,7,TRUE
T15115,18/08/24,C1545,Wig-RED-14,1,466666 NGN,Organic,24,N
T15116,2024-08-24,C860,Wig-CURL-32,2,1984.83 USD,Organic,44,N
T15117,27/01/25,C3729,Wig-Short-10,1,3800.0 GHS,Email,23,N
T15118,26/10/24,C4758,ACC-16,2,504.0 GHS,Referral,7,TRUE
T15119,01/10/25,C2651,Wig-WAVY-20,1,679.56 USD,Organic,32,N
T15120,2025-05-03,C4247,Wig-CURL-32,3,2800000 NGN,Google_Ads,29,N
T15121,21-Feb-2025,C3787,Wig-UPART-28,2,19800.0 GHS,Organic,7,NULL
T15122,03-Nov-2024,cust_2958,ACC-16,3,51.18 USD,Email,7,N
T15123,09-Sep-2024,C5398,ACC-16,3,756.0 GHS,Email,6,TRUE
T15124,20-Sep-2024,cust_5276,ACC-10,3,44.53 USD,Organic,4,N
T15125,06-Sep-2025,C5269,ACC-12,1,158.0 GHS,Email,4,N
T15126,27/01/25,cust_3769,Wig-UPART-28,2,19800.0 GHS,Email,40,TRUE
T15127,29/07/24,cust_3070,Wig-Short-10,1,270.29 USD,Referral,31,Y
T15128,23-Mar-2025,C1573,ACC-2,2,308.0 GHS,Organic,7,NULL
T15129,04-Jan-2025,cust_369,ACC-15,1,22.2 USD,Organic,7,Y
T15130,09/06/25,C5475,ACC-14,3,23400 NGN,Meta Paid,3,N
T15131,07-Jan-2025,C4290,ACC-23,2,448.0 GHS,Organic,3,N
T15132,2025-05-12,C2947,Wig-STRA-16,1,6500.0 GHS,Google_Ads,30,N
T15133,10/10/24,cust_3556,ACC-23,3,672.0 GHS,Organic,4,NULL
T15134,13/10/24,C1038,acc-4,-1,-327.0 GHS,Email,3,TRUE
T15135,15-Jul-2025,cust_1828,ACC-6,1,119.0 GHS,Organic,6,NULL
T15136,06/06/25,C2169,ACC-16,2,504.0 GHS,Google_Ads,4,N
T15137,24-Dec-2024,C2005,ACC-9,1,309.0 GHS,Email,4,Y
T15138,2024-11-22,C1160,ACC-22,2,236.0 GHS,Email,5,N
T15139,09-Sep-2024,cust_1505,Wig-Bone-30,1,7800.0 GHS,Organic,45,N
T15140,23-May-2025,cust_4516,Wig-CURL-32,1,14000.0 GHS,Google_Ads,6,N
T15141,28/09/25,C3543,ACC-5,2,47.2 USD,Organic,7,N
T15142,2024-10-19,cust_785,ACC-11,3,537.0 GHS,Organic,7,N
T15143,06/03/25,cust_799,acc-4,3,981.0 GHS,Referral,5,N
T15144,03/05/25,cust_940,ACC-24,3,447.0 GHS,Meta Paid,5,Y
T15145,29/01/25,cust_874,Wig-RED-14,1,7000.0 GHS,Organic,5,N
T15146,2025-03-30,cust_3116,ACC-11,1,179.0 GHS,Organic,3,N
T15147,2024-09-03,C13,ACC-6,1,119.0 GHS,Organic,6,N
T15148,2025-07-18,cust_2175,ACC-7,2,52.12 USD,Organic,5,NULL
T15149,14/08/25,C157,ACC-11,3,537.0 GHS,Organic,5,N
T15150,2025-02-05,C1662,ACC-19,2,328.0 GHS,Organic,3,N
T15151,2025-01-12,C1016,ACC-3,3,60800 NGN,Organic,6,N
T15152,10-Oct-2025,cust_3406,ACC-6,1,10.35 USD,Organic,5,N
T15153,2025-05-09,C4093,acc-25,2,32666 NGN,Meta Paid,4,NULL
T15154,17-Mar-2025,cust_1719,ACC-8,3,717.0 GHS,Organic,6,NULL
T15155,09-Feb-2025,cust_5429,Wig-Tpart-12,2,7000.0 GHS,Organic,6,NULL
T15156,2025-03-03,cust_4282,ACC-18,2,364.0 GHS,Organic,7,N
T15157,2024-12-28,cust_2793,ACC-12,3,474.0 GHS,Organic,3,N
T15158,06/05/25,C3177,Wig-WAVY-20,3,2159.67 USD,Google_Ads,23,N
T15159,2025-10-22,cust_1116,ACC-15,3,831.0 GHS,Organic,3,N
T15160,14-Mar-2025,cust_4959,Wig-BLOND-14,1,339.92 USD,Referral,34,N
T15161,2025-02-14,cust_3631,ACC-19,3,492.0 GHS,Organic,3,TRUE
T15162,15/07/25,C344,Wig-STRA-16,2,13000.0 GHS,Meta Paid,6,Y
T15163,2025-05-20,cust_4258,ACC-16,1,252.0 GHS,Organic,7,N
T15164,05-Oct-2025,C5135,Wig-SWISS-18,3,12600.0 GHS,Referral,24,N
T15165,2025-02-26,C1572,ACC-10,1,17.57 USD,Referral,3,N
T15166,2025-06-08,cust_3056,Wig-SWISS-18,2,8400.0 GHS,Meta Paid,6,Y
T15167,29-Jul-2024,cust_1292,ACC-3,3,912.0 GHS,Email,4,N
T15168,23/03/25,cust_633,Wig-OMBRE-22,1,6800.0 GHS,Organic,43,N
T15169,2025-05-02,C2868,Wig-AFRO,1,3500.0 GHS,Meta Paid,44,Y
T15170,2025-02-25,cust_108,Wig-WAVY-20,1,599.86 USD,Referral,7,N
T15171,10-Jun-2025,C172,ACC-21,3,70.24 USD,Organic,4,N
T15172,2024-12-29,cust_4627,ACC-24,1,149.0 GHS,Email,7,N
T15173,02-Sep-2024,cust_364,ACC-22,3,354.0 GHS,Referral,7,N
T15174,2025-05-15,C433,ACC-16,3,68.12 USD,Meta Paid,3,N
T15175,04/01/25,C2200,ACC-1,2,526.0 GHS,Referral,7,NULL
T15176,2025-04-28,C1506,ACC-10,2,454.0 GHS,Organic,5,N
T15177,07-Oct-2025,cust_689,ACC-18,3,546.0 GHS,Referral,5,TRUE
T15178,2025-10-17,C5394,ACC-22,2,236.0 GHS,Organic,4,N
T15179,2024-11-23,C688,ACC-2,3,462.0 GHS,Organic,3,N
T15180,2025-09-05,C2351,Wig-LUX-26,2,25000.0 GHS,Email,39,NULL
T15181,20/12/24,C2635,ACC-16,1,252.0 GHS,Organic,3,N
T15182,2024-08-21,C5153,ACC-15,2,36933 NGN,Organic,4,N
T15183,25-Mar-2025,C2718,Wig-AFRO,2,466666 NGN,Referral,4,N
T15184,21/04/25,cust_339,ACC-19,3,492.0 GHS,Organic,6,N
T15185,2024-10-13,C3572,acc-4,3,65400 NGN,Email,7,N
T15186,19-Aug-2024,C2097,Wig-LUX-26,1,12500.0 GHS,Organic,25,N
T15187,11/08/25,C4820,ACC-1,2,526.0 GHS,Google_Ads,7,N
T15188,16/07/25,C360,ACC-20,1,97.0 GHS,Meta Paid,3,N
T15189,2025-07-16,cust_3194,Wig-BLOND-14,3,13500.0 GHS,Meta Paid,24,N
T15190,2024-07-09,C1836,ACC-9,2,40.55 USD,Referral,6,N
T15191,2024-11-05,C5478,ACC-22,2,236.0 GHS,Organic,4,N
T15192,04/01/25,C3754,ACC-14,1,117.0 GHS,Organic,6,NULL
T15193,06/07/25,C2225,ACC-9,3,82.76 USD,Meta Paid,7,NULL
T15194,2025-04-25,C3396,Wig-Tpart-12,1,3500.0 GHS,Organic,4,N
T15195,14/04/25,cust_5212,ACC-7,3,873.0 GHS,Organic,6,Y
T15196,30/01/25,cust_623,ACC-22,3,354.0 GHS,Referral,5,N
T15197,2025-07-08,C3972,ACC-23,2,448.0 GHS,Meta Paid,3,N
T15198,03/09/24,cust_3956,Wig-OMBRE-22,3,20400.0 GHS,Referral,34,NULL
T15199,25/07/24,C1140,acc-4,3,65400 NGN,Referral,5,N
T15200,11-Jan-2025,C1977,Wig-SWISS-18,3,12600.0 GHS,Referral,6,N
T15201,19/01/25,cust_665,ACC-21,3,55200 NGN,Organic,5,N
T15202,07/10/25,cust_322,ACC-5,1,24.25 USD,Organic,5,N
T15203,2024-10-21,cust_4654,ACC-12,3,474.0 GHS,Email,6,N
T15204,2025-08-22,cust_2559,Wig-Tpart-12,2,7000.0 GHS,Google_Ads,5,Y
T15205,22/08/25,C1945,ACC-18,3,546.0 GHS,Google_Ads,6,N
T15206,19/01/25,C5486,Wig-RED-14,1,7000.0 GHS,Email,5,N
T15207,23-Nov-2024,cust_3538,ACC-5,1,274.0 GHS,Organic,6,N
T15208,30-May-2025,C5004,ACC-18,2,364.0 GHS,Google_Ads,7,N
T15209,07/11/25,cust_1559,Wig-RED-14,1,7000.0 GHS,Email,4,NULL
T15210,13/10/24,cust_4444,ACC-6,1,119.0 GHS,Organic,7,N
T15211,2025-02-28,C3828,ACC-11,1,11933 NGN,Organic,4,N
T15212,2025-08-05,C5120,Wig-Bone-30,1,7800.0 GHS,Meta Paid,28,TRUE
T15213,11/09/24,C5366,ACC-15,1,277.0 GHS,Organic,7,N
T15214,01-Apr-2025,C860,ACC-9,2,47.71 USD,Organic,4,NULL
T15215,08/08/24,cust_4943,ACC-24,3,30.02 USD,Organic,3,TRUE
T15216,2024-08-25,C3708,ACC-5,2,548.0 GHS,Email,6,NULL
T15217,21-Jul-2024,C744,ACC-19,1,164.0 GHS,Organic,6,N
T15218,30-Oct-2025,cust_680,ACC-8,2,41.35 USD,Email,6,Y
T15219,2025-03-24,cust_450,Wig-Short-10,3,11400.0 GHS,Email,43,N
T15220,13-Feb-2025,cust_1838,Wig-HDShort,2,13000.0 GHS,Referral,3,N
T15221,31-Oct-2024,cust_1812,ACC-18,2,364.0 GHS,Organic,3,N
T15222,2024-08-11,C4833,Wig-HDC-24,3,1998.3 USD,Organic,7,N
T15223,2025-04-10,C3547,ACC-8,2,478.0 GHS,Referral,5,N
T15224,2025-05-11,C884,Wig-OMBRE-22,2,13600.0 GHS,Meta Paid,6,NULL
T15225,17-Aug-2025,cust_4914,ACC-10,1,227.0 GHS,Meta Paid,3,N
T15226,2024-09-24,cust_5333,ACC-16,2,504.0 GHS,Organic,5,N
T15227,03-Jul-2024,cust_494,ACC-18,2,364.0 GHS,Referral,3,Y
T15228,2025-05-14,cust_737,ACC-2,3,462.0 GHS,Google_Ads,6,TRUE
T15229,2024-09-15,cust_1316,ACC-7,2,582.0 GHS,Organic,5,Y
T15230,02-Jun-2025,C4313,Wig-HDC-24,3,2545.43 USD,Organic,21,N
T15231,03/11/25,cust_4754,Wig-HDShort,2,866666 NGN,Organic,7,NULL
T15232,18-Nov-2024,C497,Wig-SWISS-18,2,8400.0 GHS,Email,41,N
T15233,11/07/24,C3906,Wig-AFRO,2,7000.0 GHS,Referral,5,N
T15234,04-Sep-2024,cust_903,ACC-22,3,23.66 USD,Email,3,N
T15235,2025-10-28,cust_1743,ACC-23,3,672.0 GHS,Referral,7,N
T15236,2025-06-01,C5413,acc-25,3,735.0 GHS,Meta Paid,4,N
T15237,22/05/25,cust_3446,ACC-21,1,276.0 GHS,Meta Paid,5,N
T15238,2024-11-02,C222,ACC-5,2,548.0 GHS,Organic,7,N
T15239,2024-12-17,C3785,acc-25,3,735.0 GHS,Referral,7,TRUE
T15240,2025-02-09,cust_2007,ACC-24,1,9933 NGN,Referral,5,N
T15241,15/05/25,cust_2819,ACC-18,2,364.0 GHS,Meta Paid,7,TRUE
T15242,03-Jul-2025,C4649,ACC-20,3,25.47 USD,Google_Ads,5,N
T15243,2024-07-23,cust_1507,Wig-STRA-16,-1,-433333 NGN,Organic,22,N
T15244,2025-07-12,cust_4940,ACC-3,2,608.0 GHS,Meta Paid,3,N
T15245,17-Jan-2025,C5416,Wig-CURL-32,2,1866666 NGN,Organic,45,NULL
T15246,27/01/25,cust_880,Wig-HDShort,1,6500.0 GHS,Referral,44,N
T15247,17/02/25,C5250,ACC-6,3,357.0 GHS,Organic,5,N
T15248,03-Dec-2024,cust_2582,ACC-5,3,822.0 GHS,Email,6,N
T15249,12-Aug-2024,cust_89,ACC-18,3,546.0 GHS,Referral,5,N
T15250,22/08/25,C4080,ACC-6,3,357.0 GHS,Google_Ads,5,N
T15251,17-Oct-2025,C792,ACC-24,2,19866 NGN,Referral,5,N
T15252,13-Mar-2025,C4009,Wig-Short-10,1,3800.0 GHS,Referral,24,N
T15253,18-Sep-2024,cust_1311,acc-4,2,654.0 GHS,Organic,6,N
T15254,15/08/25,C2812,ACC-15,2,554.0 GHS,Meta Paid,6,N
T15255,01-Aug-2024,cust_2563,ACC-22,3,354.0 GHS,Referral,4,N
T15256,23-Aug-2025,cust_4252,Wig-OMBRE-22,1,6800.0 GHS,Google_Ads,45,N
T15257,11-May-2025,C1152,ACC-2,3,462.0 GHS,Meta Paid,4,NULL
T15258,04-Jul-2024,C2965,ACC-3,2,608.0 GHS,Organic,6,N
T15259,18/03/25,cust_3662,ACC-17,2,388.0 GHS,Organic,4,N
T15260,25-Jun-2025,cust_4017,ACC-6,3,357.0 GHS,Google_Ads,6,NULL
T15261,13-Jul-2024,cust_2015,ACC-13,1,14333 NGN,Referral,4,N
T15262,10/11/24,C2096,ACC-19,1,164.0 GHS,Organic,6,TRUE
T15263,29-Jun-2025,cust_4591,Wig-STRA-16,1,6500.0 GHS,Meta Paid,7,N
T15264,2025-02-04,cust_2694,Wig-CURL-32,2,2076.48 USD,Organic,27,Y
T15265,2024-12-12,C1734,ACC-19,3,492.0 GHS,Organic,7,Y
T15266,07-May-2025,C553,Wig-BLOND-14,2,9000.0 GHS,Google_Ads,3,N
T15267,2025-07-30,C2320,Wig-Tpart-12,1,294.63 USD,Meta Paid,4,N
T15268,21/05/25,cust_3845,ACC-23,1,224.0 GHS,Meta Paid,4,NULL
T15269,2025-10-02,C4649,ACC-6,2,20.72 USD,Referral,7,N
T15270,2025-01-09,C2240,ACC-24,1,9933 NGN,Organic,3,N
T15271,03/01/25,C2312,ACC-2,2,308.0 GHS,Referral,3,N
T15272,05/08/24,C2978,ACC-20,2,194.0 GHS,Organic,4,N
T15273,24/07/25,C4406,Wig-OMBRE-22,3,1740.35 USD,Google_Ads,6,N
T15274,03-Oct-2025,C94,Wig-BLOND-14,1,4500.0 GHS,Organic,35,N
T15275,17/10/25,C199,Wig-LUX-26,2,25000.0 GHS,Organic,37,Y
T15276,2025-08-26,cust_4660,ACC-15,3,831.0 GHS,Meta Paid,7,N
T15277,01-Nov-2024,cust_148,ACC-3,2,608.0 GHS,Organic,6,Y
T15278,2025-07-15,C2853,Wig-CURL-32,2,1866666 NGN,Organic,32,N
T15279,2025-06-09,C5310,ACC-8,2,478.0 GHS,Meta Paid,3,TRUE
T15280,2025-02-17,C1330,ACC-16,1,252.0 GHS,Organic,6,N
T15281,2024-10-19,cust_207,ACC-13,1,215.0 GHS,Email,6,N
T15282,20/09/24,cust_1872,Wig-LUX-26,1,12500.0 GHS,Organic,31,N
T15283,04/05/25,C1486,ACC-21,1,23.5 USD,Meta Paid,5,NULL
T15284,2024-10-03,cust_304,ACC-16,3,49.75 USD,Organic,3,TRUE
T15285,2025-03-25,cust_4616,ACC-3,2,40533 NGN,Email,5,N
T15286,21/01/25,C743,Wig-CURL-32,3,42000.0 GHS,Email,4,TRUE
T15287,2025-09-29,C5100,Wig-HDShort,2,13000.0 GHS,Referral,7,N
T15288,03-Feb-2025,C3724,ACC-18,2,364.0 GHS,Referral,6,N
T15289,05/09/25,cust_1262,Wig-OMBRE-22,2,1184.48 USD,Organic,3,N
T15290,14/10/25,cust_5024,Wig-OMBRE-22,3,20400.0 GHS,Referral,26,N
T15291,27/05/25,C4640,ACC-7,3,873.0 GHS,Meta Paid,5,N
T15292,22-Sep-2024,cust_2377,ACC-2,3,462.0 GHS,Organic,4,N
T15293,23-Sep-2024,cust_2229,ACC-21,1,276.0 GHS,Referral,3,Y
T15294,20/06/25,cust_1326,ACC-7,2,582.0 GHS,Organic,4,N
